00153BD3	matteo vasirani
7DF8832E	haichuan yang
7DF9F48C	saulo martelli
7DFA670F	anette frank
7DFB73D3	weiyi ge
7DFC9257	dixin luo
7DFD1646	onkar dalal
7DFE0022	jile hu
7DFF5F8F	nathanael chambers
7DFF76EF	chiu wo choi
7DFFC17D	toshinari iida
7E0084F4	renato vicente
7E008DEE	keith decker
7E01BBE7	thuy dung nguyen
7E02F836	joe pater
7E0372FC	michael subotin
7E06F079	rohit kumar
7E0998D6	lei cao
7E0BA286	haijing wang
7E0BB97C	shaun canavan
7E0BF2CB	b n brooke
7E0C133D	james j cimino
7E0E66E0	anisio lacerda
7E1155CE	panagiotis mavridis
7E11E2A7	qiong gao
7E137A68	jessica orchard
7E162E4A	rafael cabanas
7E18E775	yeqin zhang
7E1A40FC	mafruz zaman ashrafi
7E1B0651	honglei zhang
7E1C850A	bruce elliott
7E1C98C1	pengfei han
7E1D399A	lijia li
7E1E15B4	justin cheng
7E1EF163	chengzen yang
7E1F1DB6	rebecca harper
7E2129BC	tsujii junichi
7E2168B1	seyed mehran kazemi
7E24988F	mazin g rahim
7E25F16F	hasan arslan
7E2673CE	chenyu su
7E26D310	neema moraveji
7E275119	takayuki nagai
7E284F17	crystal chao
7E295266	vagner f de santana
7E2A8D7A	qingming huang
7E2B1BAC	mitsuo yoshida
7E2C3624	rongchi chang
7E2EFBEF	szuting yi
7E2F8E57	junling hu
7E335E05	john c kunz
7E338EAB	andrew lampert
7E346E7C	sylvain chevallier
7E349071	maria da graca pimentel
7E3755B6	marten postma
7E375F06	emilio sanchis
7E37E479	kamfai wong
7E3B6474	masahiro oku
7E3BE4EF	haibin liu
7E3BF38C	john g milton
7E3C28EE	yongcun xu
7E3C9250	massimo paolucci
7E3CCBBF	ramesh s patil
7E3EC101	steve richardson
7E3EC180	lin he
7E402F20	takashi sato
7E41F9EC	hongyi zhang
7E420AE9	edward benson
7E423C1C	julian hough
7E43B783	yuanjun gao
7E43DEDA	zhiwen yu
7E44A9EC	antonio ortega
7E4890E0	anil menon
7E4AF86C	jorg sander
7E4BE2CE	benjamin m gordon
7E4C3E18	christopher salerno
7E4D103D	guillaume perez
7E4D3868	claudia roda
7E529F4C	steve whittaker
7E52A841	alan j kent
7E52B914	ushaa eswaran
7E53435E	terry zimmerman
7E55BEF0	hidenao abe
7E593095	jan vitek
7E59DD0E	paul cotter
7E5A9433	matteo santoro
7E5F7F91	hongwei xu
7E631E4C	sankar k pal
7E649113	maura r grossman
7E64D32B	xuan che
7E670E88	guifei jiang
7E68B431	yuka kuroda
7E6949DD	gopal renganathan
7E6C829D	brian xu
7E6DD421	z klaus
7E6EC5E3	andrew chising leung
7E706093	matthew l williams
7E72CD52	luis garces
7E7608C2	junkun wang
7E7764F1	minho tsai
7E7A5E3F	nathan robinson
7E7AF603	sungil park
7E7B65A5	barbara rosario
7E7C299F	frank maurer
7E7E79AD	michael georgeff
7E7F5B4E	akanksha saran
7E7F950D	jonathan schor
7E807DAC	t e de campos
7E81579C	jenbo cheng
7E82677D	youngjoo chung
7E858093	annie lau
7E859372	mark boddy
7E85DB90	mengsung wu
7E8736A1	xiaoyan li
7E880BFB	zemin wu
7E895B0D	augusta mela
7E8A6E3E	mithu bhattacharya
7E8B0710	adriano pereira
7E8F0FE1	guang dai
7E8FFA8F	colleen cool
7E90CCF9	david newman
7E957A12	juanemilio nieto
7E960DDF	quang anh nguyen
7E96552D	ariel cohen
7E965B5E	edward l glaser
7E96DB81	feng xu
7E976576	juan feng
7E97EC3B	jaeho nam
7E9BFFBB	ashfaq khokhar
7E9C15FE	xiaoming zheng
7E9C4414	leendert van der torre
7E9C4D3C	bin wei
7EA01CC3	benjamin laxton
7EA08FFE	steven j ross
7EA32F4E	yasuko nakayama
7EA38ADA	david michael brady
7EA3D2C5	ravi kumar
7EA3DE99	yingyu liang
7EA600EC	kim m dalton
7EA797FC	yunpeng zhao
7EA85BAF	john c dalton
7EA9E979	seiji susaki
7EACF6B7	yunya song
7EAF4D6E	florenz plassmann
7EB1D12C	semih yavuz
7EB2567A	r m whalen
7EB2C505	peter l bartlett
7EB57EEC	dawn cantwell
7EB68C71	xiaobai li
7EB6A41A	alberto j canas
7EB6D2B5	ruchi parikh
7EB8C857	marlon dumas
7EB9C40C	gerhard schmitt
7EBA3CA4	dirk brand
7EBA7A2A	maxwell forbes
7EBAAB66	steinar h gunderson
7EBE3628	daniel moyer
7EBF1903	kathleen murray
7EC0C6A4	joakim coster
7EC2514D	shiyin qin
7EC362B0	manuel giuliani
7EC37075	jun tani
7EC3E497	manuel diaz
7EC8A3A7	alan d christiansen
7EC8C3C5	charles rich
7EC9CF1E	jo vermeulen
7ECA09D1	jiarong shi
7ECBFAA9	r nikhil
7ECE2A60	yeonkwang yeon
7ECE5AA4	guido hansen
7ECF7C21	xie xing
7ED0B79B	yunkyu sohn
7ED1170E	kay l ohalloran
7ED339F9	patrick mcclure
7ED6CF97	fukumi kozato
7ED73AD5	christopher c yang
7EDD00B4	steven a vere
7EDE4AC7	donn morrison
7EDE608B	r koch
7EE097FE	zhaoxia zhang
7EE18A5C	k kanazawa
7EE1DEEC	zhaohua ding
7EE3DCC7	yin hei kong
7EE3E1C2	inkyung kim
7EE6012A	l d cai
7EE62985	sachindra joshi
7EE63F47	vittorio perera
7EE7E95D	noah siegel
7EE87960	haibo li
7EEA13B5	a k gupta
7EEAF061	roberto sosa
7EEC5BD4	karl rohe
7EEC852F	robert s green
7EEDD490	kamal jain
7EEE135D	yeming li
7EEE2B0B	marcus sammer
7EEE39DC	xin zhao
7EEE3A48	d bogdanov
7EF0D6AD	yuki funakoshi
7EF1C1BF	richard h brown
7EF2B5C2	carlos hernandez
7EF5876D	erik zawadzki
7EF9D77C	ling feng
7EFB20C4	horacio franco
7EFB93E1	shivani agarwal
7EFD41BC	steve harris
7F00411A	toichiro kinoshita
7F015703	fenglou zou
7F084E9F	rene kaiser
7F096036	guido bologna
7F0AC907	j jimenez
7F0AE27D	yunsong meng
7F0B7B7D	lazaro rodriguez ariza
7F0C4F08	sarah ali
7F0D1F9A	harumi kawamura
7F0EBFEF	rodney w cyr
7F0F3BB6	jaime g carbonell
7F112789	kalyan moy gupta
7F147A57	arun k sood
7F15677D	chenyang tsai
7F15AB84	ann diederich
7F15BFAB	long tran
7F16A3E4	tracey ho
7F180A22	munaga v n k prasad
7F1851A3	gabor angeli
7F1860C7	hans h k andersen
7F196283	galileo mark namata
7F1A2152	kenneth rose
7F1B992F	david vallejo
7F1C2156	pablo
7F1C57BC	shigeki tsuji
7F1D0643	bammert seifert
7F1DD3F3	minzhi chen
7F2020C2	m lewandowski
7F205002	vivek f farias
7F2052FD	jens dietrich
7F211F77	richard d boyce
7F21E862	rajashekar venkatachalam
7F2306A3	yongyi lu
7F259D54	philippe bordes
7F25D9BC	steve speicher
7F261D11	amit gore
7F263298	ingmar weber
7F26A45C	qinming he
7F29192B	jian zhuang
7F295D9E	yejin choi
7F2BA11B	andrew r spillane
7F2BD13A	jaikit savla
7F2CA822	kenneth c b leung
7F2D5222	david cohen
7F2DCB1C	randy h katz
7F2EDF3D	sridhar mahadevan
7F2F030F	q mario rojas
7F2FD5A6	sandra jimenez
7F30DA7F	zhaozheng yin
7F32FE4E	michael s miller
7F381A3C	jianhua fan
7F392CB1	adam barth
7F3CB627	r silva
7F3F2DCA	joan ramon soler
7F446C94	thi bich hanh dao
7F4605B8	seok cheol kee
7F46D530	huiwei zhou
7F49A237	matthew wright
7F4BC2A4	gabriel j ferrer
7F4C55B1	tao chen
7F4D6529	jianbin wei
7F4D9685	eleanor wong
7F4EB39B	jorg stachowiak
7F4EC8A4	robert s williams
7F513D92	jefferson heard
7F5201F6	hyunjung shim
7F520733	simon j watt
7F525548	jochen hipp
7F526CDE	meritxell gonzalez
7F532CEC	joseph g makin
7F53B0E2	seth rogers
7F53D8BE	robin d burke
7F541635	xiao ling
7F565216	fuchun peng
7F57BCC1	qibin zhao
7F57CC30	william j mann
7F58A76B	t mark ellison
7F5944CA	jitendra malik
7F59B4D3	ricardo garcia
7F5B210F	mark j t smith
7F5D9112	naohisa takahashi
7F5EA245	jason lowder
7F5F2CE1	zhihao yang
7F5F6DC5	james kelly
7F5FAE55	jose luis braga
7F609E30	elias khalil
7F643355	tom b y lai
7F6501A5	andy cockburn
7F672EED	haining wang
7F6B029E	eric mjolsness
7F6C26E2	terrence wong
7F6D851D	andrew e wessel
7F6E4D9A	masaru ishii
7F6FE876	adam gray
7F708E36	dengji zhao
7F711CF6	ashley c lovell
7F72047C	jiajia luo
7F7415B9	j storrs hall
7F7754FB	george j pappas
7F7CAAA4	yong dou
7F7D9396	james r kennedy
7F7E0808	y charlie hu
7F803E31	sonal kumari
7F845A11	hideo yamasaki
7F846283	xiaolan zhu
7F84C675	benjamin reed
7F85582B	david b parker
7F860084	jiayin zhou
7F864E64	ning xu
7F87ED07	jiashen sun
7F881862	samar husain
7F8891DC	shumei wang
7F894317	gully apc burns
7F8B3746	arno veenstra
7F8D2F2A	robert h sloan
7F8F7FF0	gagan aggarwal
7F905058	yu lin deng
7F910043	genevieve berger
7F91EEF7	chihoon lee
7F95FF44	joseph w goodman
7F96F6CE	j j h forster
7F97D28A	s d mowbray
7F990F19	thomas hain
7F9A3B3F	miguel angel gonzalez ballester
7F9F2801	takaki makino
7F9F34BE	etienne barnard
7FA1FA29	yeongseog lim
7FA47AE5	tanja schultz
7FA4DF86	adam coates
7FA503EC	r f keller
7FA51C06	carla simone
7FA5252B	stephen wan
7FA74CF9	deming zhai
7FA8601A	robert hoch
7FA9164C	j f yao
7FA95965	khawaja shams
7FAC749A	sergio vanderlei cavalcante
7FAD5BE0	jana koehler
7FB00424	tamir hazan
7FB078B9	szilard kiss
7FB11E96	gang kou
7FB39508	richard lagrange
7FB687E0	s a
7FB76210	shunzhang yu
7FB79B31	stan devitt
7FB8277D	falk lieder
7FBBBB1B	katherine rhodes
7FBDBC2D	sreekar krishna
7FBE0576	zhiqiang bi
7FBF2EDA	chyouhwa chen
7FC1B451	shaunak chatterjee
7FC3D825	naman kumar
7FC443FB	siying liu
7FC5D2E4	jue wang
7FC652B3	amnon d silverstein
7FC7729E	min li
7FC7FA0C	martin d davis
7FC8210B	edgar lugo
7FC917B7	meir goldenberg
7FC92E5F	dongdai lin
7FCABCB6	zeyu zheng
7FCB1A59	judita preiss
7FCBBED7	jia xu
7FCBE9B5	maher said
7FCE268B	jing he
7FCF05E1	suechen hsueh
7FCF23DF	shaolei feng
7FD0E56C	g r sridhar
7FD15485	gerhard heyer
7FD33022	jinho kim
7FD55D90	eric a hansen
7FD6C60D	george b davis
7FD72C4E	j j digiacomo
7FD82D2A	jyhyeong chang
7FD98C4C	jennyee lin
7FDD7A85	ni lao
7FDDF5A4	george foster
7FDEB8E8	josepa mauri
7FDEF1DB	akira aiba
7FDFBB8F	gangyao kuang
7FE08532	sicco verwer
7FE11FD3	norman i adams
7FE28F9B	jeremy lewi
7FE31777	david kim
7FE3813E	lakshmi saheer
7FE3904D	qingcai chen
7FE4110D	spiros fotopoulos
7FE434C3	nicolas alt
7FE4F797	bingfeng pi
7FE5DB9C	brandyn j webb
7FE64990	christopher c taylor
7FEABBCF	yichen lo
7FEE12A9	fangyu gao
7FF067E0	andrea mauri
7FF23CFC	jomi fred hubner
7FF48B52	rui min
7FF6FF9B	yucheng liu
7FF72E41	a c murillo
7FF7EB70	ehud barnea
7FFF4E4A	ashish khetan
80025657	franciska m g de jong
8002825D	chris stein
80046EE8	satoshi yamada
800478EE	david gallup
8004825F	a denis
80054F7C	koji nakahira
80080006	stephen p miller
80087222	sung won park
8008A0C1	michael nielsen
80096FB6	dajun zeng
800A4FE3	david r dodds
800C1E4F	s a billings
800CE64B	juro oizumi
800CFEC4	peter gregory
8012AA67	yunsong tan
8012C07E	anthony s k cheng
80133466	boris vintimilla
801382D7	zhiwei steven wu
80152511	thomas anderson
8015447E	joan bruna
80166663	wei zhao
801A28FB	tao qin
801B4C4A	carlos a freitas
801D255F	k s rajan
801EB57F	peng li
802040A8	christian kaes
80229374	g sethuraman
80241D47	john f kolen
80281BEE	marcio g cesario
8028FF68	liang xiang
802E0217	ernest d foss
802E8393	simon ng
803065F3	stephen king
80317198	bangyong liang
8031C58B	alberto diaz
8031E130	romer rosales
803313CF	hu han
803506FA	clinton smyth
80366816	stephen h unger
803CB797	zhisheng li
803DE979	mei kuan lim
803E0C21	robert rohrbaugh
8041147F	giacomo bonanno
8041870D	bas rutten
80422A8E	chienchung huang
80439B8B	archie russell
80440023	xu xi
80460F12	r c larsen
8049CF65	wenxiu sun
8049FD67	myung won kim
804BABC7	zheng ye
804BAD39	philippe andrey
804E4F8C	antoine doucet
804EAD67	s g ravi kumar
804F037F	c hidalgo
80528B3F	amit agrawal
80544153	sethu vijayakumar
8054A893	shuyu li
8054FC38	w gillett
80559563	dennis e smith
8055CC4D	congmin min
8057EA21	yaad blum
805B3E61	gareth i arthurs
805B928C	sarath chandar a p
805DE0FB	steve wilder
80613DF0	sarah barman
80637A43	ryuei murata
80650094	baodi liu
8065EB61	edmund a bowles
8065FF55	kishan mehrotra
80670F89	chunyen chang
8069D3C6	yushan li
806A17E9	hitohiro shiozaki
806D12DB	jongmoo choi
806D3A0B	fernando roda
807223B5	r j elliot
80729A27	shaohua kevin zhou
8073CE5B	klausdieter althoff
807408EE	sigfrid lundberg
8075E681	p m will
8076FAAC	chienping lu
8077C64C	nicholas burwell
80781E5D	sharjeel qureshi
8079EE39	manfred k warmuth
807A59D1	jonathan eckstein
807ACC6B	simon lacroix
807DCDFC	hjalmar r bouma
807F69D8	jiafeng liu
807F7632	anniyasmin turhan
808045A5	tsuyoshi ueno
8081E5E3	wei yu chen
8084311C	soichiro hidaka
80849405	gaolong gong
80857733	john m mccormick
808585C6	jarad cannon
808855EE	rongchao yin
808AF36F	bhaskar mitra
808B2B02	yohei murakami
808C9032	isaac levi
808D6DCD	jiang guo
808FF395	ken hughes
80920F7C	kristian bergmann
809299DB	carlos baquero
8093B287	lara schibelsky g piccolo
80949243	geber ramalho
80972310	shin ichi satoh
80977C28	jefferson hoye
8099773E	lingda wu
809B279C	happy mittal
809C5E77	luan nguyen
809D8DA9	h h ho
809DB30A	michael w shapiro
809FD2F6	michael morrow
80A0BE07	ping wah li
80A24ABC	beatriz sevilla villanueva
80A2F2CC	david l bisset
80A30817	eun yi kim
80A32E34	rosa alarcon
80A83427	rafal rak
80A88C0B	yungsheng chen
80A90A63	xia lin
80A96A3F	ying wei
80AB099B	lian hau lee
80AB497C	p meissner
80AF8C1F	pablo de la fuente
80AF999A	jeffrey s tracy
80B191D7	o c sharma
80B26A4F	sverre sandberg
80B53879	yuan kai wang
8434758A	stephen grossberg
80B5C58D	rie honda
80B70BDA	jacob yates
80B7886D	huanxi liu
80BB61CA	dinesh jayaraman
80BC64BC	mary powers
80BF5213	yan lei
80C0580E	ningning liu
80C133D2	a g thosar
80C22289	h p lee
80C2A820	james o henriksen
80C3092A	xin li
80C3FE4E	k glass
80C61B95	yoonheui kim
80C9A55D	lei xie
80CA6F4F	shan gai
80CD9E12	brian galvin
80CE0FD0	b l hills
80CF38BA	robyn owens
80D17183	yiusang moon
80D47D0B	manabu sasayama
80D48FDC	shiren ye
80D6F87E	latanya sweeney
80D8D0C7	joaquim gabarro
80DA0D53	ario santoso
80DEDAB5	sayako masuda
80E25526	jayoung kim
80E2B223	p srinivasan
80E4E3E9	lixin gao
80E50E66	van arp taalman kip
80E7F023	roberto paredes
80E8B31E	shuilung chuang
80E99E4D	edison spina
80EA23F0	nisheeth srivastava
80EACCD3	songbo tan
80EB0DB2	pierre mckenzie
80EBAEED	tamara sumner
80ECD358	miguel jara
80EE1E0B	ido guy
80EE5B91	willemijn van dolen
80EEC91A	s j fletcher
80EF879A	carsten pohle
80F08E44	judi r thomson
80F08F77	ru san tan
80F22B46	gregor berginc
80F24B75	david scott warren
80F2BB1E	thomas l adams
80F31FC0	prashant mathur
80F43D02	edwin costello
80F4A38B	b k panigrahi
80F5BF91	eric chown
80F7A79E	john w roberts
80F7F09D	yifan zhang
80F7FC08	hector alvarez
80FA161C	minoru shigenaga
80FB27B2	m r hirano
80FBB561	mingying zhao
80FEA685	neal snider
80FEB6A1	yue zhang
80FFCADF	placido roman
80FFEB65	georg schnitger
8100A71F	ezra black
81024BE7	guangxia li
8103CC3E	todd a mancini
8104025E	victor ponce
810525A7	kihoon lee
8107BA80	xiaogang chen
8108010A	goksel dedeoglu
810A0D4B	devika subramanian
810AE84F	george chou
810C0740	peter rowlands
810F1942	dietmar rosner
81104083	amit mistry
81127946	pablo daniel azar
811A3300	tatsuo yamashita
811A6222	yuqian li
811B4ECD	tao lei
811FA900	kieran mc donald
812147B6	那野
8122B3D5	guoqing zheng
812317B4	renata wassermann
8123FC81	eileen fitzpatrick
8124B402	cong wang
8125386C	bill hill
81254C88	mikko salo
8126DFC0	hisami suzuki
8128596D	julien reichel
812867BA	timothy chiu
8128B2E3	luca escoffier
812DB882	ryan porter
812DC5AB	zeyang liu
812F86BD	bhupendra singh chhabra
812F928E	will y zou
812FAF94	viviana weiss
812FDFAE	olga acosta
813362A9	sean chester
81341257	weihua wang
81359450	yagiz aksoy
81385B56	yuan fang
8138ADE9	matthias denecke
813AFCCE	sunandan chakraborty
813B8134	xiaolin feng
813BF473	ethan l miller
813C5F53	r s anand
813D05DF	madhur kohli
8141238E	jeffrey usher
81416E65	alan wagner
81419E8B	randy moulic
81426CD1	mark sanderson
81427D26	travis moore
81453726	philippe robert
81454DEC	i otto
8145AC0F	wenting wang
8147B2A8	ruishan sun
814AD0BC	kohsuke yanai
814DDDC0	joshua nasman
814F7108	hongzhi wang
81519EFD	jacob engelbrecht
8153A1AD	jensmichalis papaioannou
81543650	w scott reilly
8154ECFA	takeo kakuta
81563D94	mark keane
81565454	bruno rosell
81572BEF	rushi bhatt
81580D13	sachi arafat
81587FA8	jens ackermann
815A0646	xiaocheng shang
815CD668	yi hsuan wei
8160FF07	martin haro
81616A5F	william h hsu
8163415A	nigel tao
816364ED	nicola leone
8164881D	cory kissinger
8164F03D	derek e lee
81693AAC	anthony habash
816A4428	stephen r sutton
816CA211	a v arjun
816CB3F4	michael travers
816E6C6E	michael zhou
817342FE	michel bilodeau
81754B3D	jonathan king
8175F45C	wan gong
817628DB	hiroshi nakagawa
81788AFD	roger mohr
8178E033	kathy brennan
8179B907	david c wilkins
817FA03D	jan larsen
818455A8	yuk wah wong
8184D833	nediyana daskalova
81856AA2	a yassine
818D9BED	alaa khader
8192E09F	alan halpern
8192FE47	ruben izquierdo
819520B2	kazuo kyuma
81953F6F	ondrej linda
8197895F	hornglin shieh
8197C22D	mariona coll ardanuy
81980EB7	paul medlockwalton
819855E4	wanqing li
819D20AB	michael kazhdan
81A2217F	ye zhao
81A340A6	l sidarous
81A634C8	ramin samadani
81AC306F	wenting xie
81B577F1	e binelli
81B57F07	c m hoare
81B956A4	kenzo iwama
81BDBD02	robert l givan
81BEF2D4	michael kearns
81C0B489	colin de la higuera
81C68B86	david gondek
81DF92B8	shaoyuan li
81E37416	marina fomicheva
81E881DC	e s larsen
81EA7942	chinya v ravishankar
81ED08B2	behrooz kamgarparsi
81F01749	noriyoshi uratani
81F3422D	pascal vitali fua
821428BB	fei wang
8216443A	ryan richardson
821B7327	jianming liang
821F88C4	haruo takemura
822119B5	xinchen yan
8228D0C6	se young park
822E5C10	michael maurer
824025AA	ting wang
824B1162	yan niu
82502FB2	alessandro donati
82523B9E	hideki atsumi
8267AF7A	subir bhattacharya
8269195C	geoffrey gordon
826B22AE	jessica davies
826FEE55	takayoshi yamashita
8272807F	schlumberger dowell
827D4264	julio gonzalo
827D6159	liva ralaivola
827DBD7F	andrew b baker
827FBBCC	rasul tutunov
8286413B	satoshi kobayashi
8288DE2D	bin jin
828D91DD	c j wang
8290E967	anupam basu
82945BFE	joao mendes moreira
8295531C	william d tucker
8296C1C5	michel page
8296E38A	ionolimpiu stamatescu
8299BA3A	h yang
829B28FC	srijan kumar
82A2999D	dan feldman
82A3425B	wangchun woo
82A34DB4	zhiliang wang
82AA54F5	hao wang
82AE100F	hossein shahbazi
82B0B1C5	kenji yamamoto
82B4B7CF	renato iannella
82B749B8	daniel alexander ford
82BCF981	kaleigh smith
82C1CB99	douglas b terry
82C32D1A	y g han
82CF957D	helmut jurgensen
82D1A0AB	bebo white
82D3B3E9	abigail paradise
82D51C18	ryan rowe
82DF444C	juanmanuel serrano
82DFE6FC	francesca gandolfo
82E4E531	joseph l hellerstein
82E8A792	yuval harel
82E8D890	b duvenhage
82E8E3F5	alain c barthelemy
82E9C470	harald schoning
82F17312	joseph williams
82F8AB47	abdul wahid
82FD0DFB	jonathan dale
8302BB37	j j teets
8306B8EA	hrishikesh aradhye
830AB355	duc luong
830ABDA3	l groqvist
830C80C5	aurelien bellet
83226ED7	j r quinlan
8328BAA4	kazuo sasaki
832BF50E	soon hock william tay
832D250B	igor z milosavlevich
83331782	christoph rensing
83352DB6	r j singh
833892A4	bhuvana narasimhan
8344431E	chris van der touw
834E04A8	drakoulis martakos
8355545A	savitha srinivasan
835775BF	david basin
8357AEFC	motohiro makiguchi
835A05C8	eric timmons
835EE80C	yao chen
836637C7	freund
836BABB2	j la salle
836EF37C	arpan ganguli
836F4148	andrew yates
83701ADC	umar asif
83814645	qing wang
8383ACD8	kostadin cholakov
8383EB52	inon zuckerman
8384E627	jean marcel dos reis costa
838F4DEE	katsumi inoue
83908723	maolin qiu
8399178A	steven l lytinen
839DB732	a lopezmendez
83A59C62	koby crammer
83A787DB	henrik esbensen
83A9F593	dennis f kibler
83AB3B74	andreas krause
83B26A78	sidney fels
83B3B0C7	raj dasgupta
83BA9DD2	randy jensen
83BCD50D	m m lehman
83C5DDF1	r d cohen
83CD04F1	xiaohui zheng
83CF1A1D	cigdem kocberber
83D13EDD	chunsheng chen
83D5A7C9	sampath rangarajan
83DE68CD	josiah hanna
83E264F3	andrea marino
83E9E77B	christopher leckie
83F7E5A6	mikhail volkov
83FFB9B0	shai silberstein
84081291	paolo traverso
840DB9CF	ibrahim m alabdulmohsin
840F2201	adam barker
841180F3	alon lavie
841E68E9	muhammad ali a shah
841E92F5	piergiuseppe pelle
842FE342	jinhyung kim
8434A183	daesik jang
84375B15	yeunbae kim
843FE6C8	tian zhou
84401242	john hunt
84408AF0	thibault luginbuhl
84463D13	chia ying lee
845A2D35	xuequan sun
845A39E9	tcc communications
846AD01D	t choe
846DCE99	sudhakar kumar
846DF1F9	li zhou
8471B0DD	takahito aoto
847257DA	a franchi
84741351	carl andrews
84742DB0	gary r allred
8474A59A	e h reitan
84758EFC	jun zhao
8476D69F	n ikeda
84772A19	ruihan bao
8478E62D	anders boesen lindbo larsen
8478FF66	heinrich niemann
847B60D8	abhinav mishra
847B630B	liron zighelnic
847F5D11	parisa beham
847FCEEF	alexander ulianov
8480EEB3	donald swartwout
84812EF6	maria menendez
84829C5D	j c hosken
8484B9AB	damek davis
8484D4AC	jun xu
8484E5A3	thanh tien vu
8485155A	jon gauthier
8485B0D8	hua wu
84870C56	matthew j fisher
84877B8B	fu yan
848818E5	alek kolcz
848BB26B	swapna savanna
848C1A7B	walter a traister
848CF469	jiro iimura
848D786C	kutulakos
848EA040	shunsuke uemura
848EA6DF	dori
848EF210	shafique
8491A7F2	galun
8491DC05	benjamin solecki
84932519	j de bonet
849379CF	s s han
8493DDC5	mariaevgenia g rossi
84944BAF	a m thoufeeq
84948139	keeley abbott
8495542F	mayank shrivastava
84958B44	rio dsouza
8495B0C2	arnar mar hrafnkelsson
849644F6	frederic juried
849824AD	cynthia rudin
84992B67	caleb c noble
849994D9	stuart a grant
849A40EF	gay washburn
849A93D1	camps
849AEAD6	lan nie
849ED624	dongjin song
849FA574	s nikhil narayan
84A03BF1	john j rheinhold
84A07347	rene de la briandais
84A1EE02	seyyed h hashemi
84A4B5C1	youngchul cha
84A4C26E	rghendrik bach
84A5DC29	goutham mannava
84A82FF9	zhao kun
84A9A959	robert k mcafee
84ACDDE7	minzhi shao
84AD3818	ke wang
84AD4BE6	kanchan kumar gorain
84AE3BA7	dyer
84AF8B7E	hariharan narayanan
84AFD256	dimitry kit
84B0D500	peter b myers
84B1A349	shigenobu kobayashi
84B6EEA3	harold d laswell
84B6FEF6	malcolm c newey
84B736C2	ronald g harris
84BA0633	lars kai hansen
84BA5EE4	kijung shin
84BAA3BC	jamie callan
84BC40D8	xinxin zuo
84BC9669	kaifu lee
84BE0353	roy h igersheim
84BF991A	yoad lewenberg
84C12FC6	ma xiwen
84C2E49A	jules mersel
84C45E90	m r bartz
84C514D2	taylor cuilty
84C637BC	x yan
84C6460E	q h ta
84C75BFC	louis r van de velde
84C7D351	jeraline dwarika
84C881E2	mao ye
84C9202F	carl r gerami
84C93DF5	avleen s bijral
84CB24FC	dario massarin
84CD1D43	jinli li
84CE4973	sung eui yoon
84CF3DEF	chiara grosso
84CF6C23	deriche
84CF9716	pragnesh jay modi
84D0A959	yudong gao
84D0B54D	piyush aggarwal
84D0F625	matthew bodenhamer
84D13ACD	jiannan lu
84D14172	howard d ponty
84D14D46	francois guimbretiere
84D245DE	jan tekulve
84D24B03	m shah
84D29F9B	n mulvaney
